order_date,delivery_date,client_id,client_name,product_family,quantity,unit_price,revenue,on_time,non_conformity,unit_cost,margin,margin_rate
2023-10-30,2023-11-17,CL018,Naval Group,Emboutissage,511,5.03,2570.33,Yes,No,6.73,-868.7,-33.8
2023-01-08,2023-01-31,CL030,Ugitech,Découpage,2142,2.51,5376.42,No,No,1.32,2548.98,47.41
2024-10-28,2024-12-12,CL017,Dassault Aviation,Découpage,58,4.53,262.74,Yes,No,1.0,204.74,77.92
2023-11-07,2023-11-22,CL030,Ugitech,Découpage,3576,1.07,3826.32,Yes,No,2.47,-5006.4,-130.84
2022-03-31,2022-05-11,CL006,Schneider Electric,Découpage,3065,1.05,3218.25,Yes,No,2.73,-5149.2,-160.0
2023-11-29,2023-12-18,CL025,Manoir Industries,Chaudronnerie,698,465.41,324856.18,Yes,No,423.38,29336.94,9.03
2023-06-24,2023-07-15,CL015,Forvia,Emboutissage,396,1.27,502.92,Yes,No,1.18,35.64,7.09
2024-01-02,2024-01-26,CL003,Airbus,Emboutissage,979,1.65,1615.35,No,No,5.81,-4072.64,-252.12
2024-05-18,2024-07-14,CL006,Schneider Electric,Tôlerie,3470,346.94,1203881.8,Yes,No,342.6,15059.8,1.25
2022-02-10,2022-03-21,CL003,Airbus,Emboutissage,1015,4.88,4953.2,Yes,No,4.76,121.8,2.46
2024-01-10,2024-01-22,CL030,Ugitech,Emboutissage,3062,7.87,24097.94,Yes,No,2.45,16596.04,68.87
2023-05-17,2023-06-19,CL029,Timet,Emboutissage,3427,9.93,34030.11,Yes,No,6.98,10109.65,29.71
2024-08-16,2024-09-14,CL001,Renault,Tôlerie,2312,346.57,801269.84,Yes,No,316.38,69799.28,8.71
2024-07-17,2024-08-19,CL030,Ugitech,Découpage,2293,0.73,1673.89,Yes,No,1.94,-2774.53,-165.75
2023-04-06,2023-05-16,CL013,Michelin,Emboutissage,1617,1.94,3136.98,Yes,No,5.9,-6403.32,-204.12
2024-01-02,2024-02-23,CL028,Aperam,Tôlerie,4376,446.45,1953665.2,No,No,291.98,675960.72,34.6
2024-01-22,2024-03-06,CL021,Lisi Group,Tôlerie,132,287.37,37932.84,Yes,No,329.46,-5555.88,-14.65
2024-07-13,2024-08-02,CL026,Hydro Extrusion,Chaudronnerie,1290,1684.71,2173275.9,Yes,No,1199.56,625843.5,28.8
2024-06-27,2024-08-08,CL014,Plastic Omnium,Tôlerie,3737,435.48,1627388.76,Yes,No,237.76,738879.64,45.4
2023-01-25,2023-03-25,CL013,Michelin,Découpage,268,4.67,1251.56,Yes,Yes,2.25,648.56,51.82
2024-06-01,2024-06-15,CL027,Constellium,Emboutissage,957,9.55,9139.35,Yes,No,3.64,5655.87,61.88
2022-09-13,2022-10-24,CL004,Safran,Tôlerie,4968,299.67,1488760.56,Yes,No,232.34,334495.44,22.47
2023-12-10,2024-01-04,CL007,Faurecia,Découpage,534,2.03,1084.02,Yes,No,2.84,-432.54,-39.9
2023-03-26,2023-05-01,CL022,Mecachrome,Tôlerie,897,482.84,433107.48,No,No,340.25,127903.23,29.53
2022-01-10,2022-01-30,CL010,Legrand,Tôlerie,217,296.33,64303.61,Yes,No,182.2,24766.21,38.51
2024-04-03,2024-04-29,CL007,Faurecia,Tôlerie,3392,78.91,267662.72,Yes,No,215.7,-463991.68,-173.35
2024-03-08,2024-05-02,CL021,Lisi Group,Tôlerie,2804,339.25,951257.0,No,No,175.11,460248.56,48.38
2024-05-26,2024-06-26,CL015,Forvia,Tôlerie,158,314.46,49684.68,Yes,No,245.57,10884.62,21.91
2024-10-25,2024-12-10,CL015,Forvia,Découpage,447,4.53,2024.91,Yes,No,2.32,987.87,48.79
2024-10-12,2024-11-11,CL004,Safran,Emboutissage,2212,6.88,15218.56,Yes,No,0.81,13426.84,88.23
2023-01-09,2023-01-29,CL023,Figeac Aero,Emboutissage,3759,4.14,15562.26,Yes,No,4.11,112.77,0.72
2024-12-24,2025-01-25,CL023,Figeac Aero,Emboutissage,3171,9.7,30758.7,Yes,No,1.26,26763.24,87.01
2022-05-26,2022-07-09,CL006,Schneider Electric,Emboutissage,3911,8.21,32109.31,Yes,No,0.87,28706.74,89.4
2022-08-12,2022-09-10,CL024,Aubert & Duval,Découpage,4463,3.34,14906.42,Yes,No,2.83,2276.13,15.27
2022-06-26,2022-07-24,CL020,Hutchinson,Chaudronnerie,3255,727.27,2367263.85,Yes,No,465.9,850759.35,35.94
2024-05-02,2024-06-25,CL026,Hydro Extrusion,Chaudronnerie,4561,872.37,3978879.57,Yes,No,569.23,1382621.54,34.75
2022-03-04,2022-03-29,CL005,Thales,Découpage,2833,3.51,9943.83,Yes,No,0.51,8499.0,85.47
2024-04-06,2024-05-28,CL020,Hutchinson,Découpage,4734,0.82,3881.88,Yes,No,0.87,-236.7,-6.1
2024-03-05,2024-05-01,CL012,Alstom,Tôlerie,3280,165.51,542872.8,Yes,No,276.17,-362964.8,-66.86
2023-11-20,2023-11-29,CL001,Renault,Tôlerie,495,371.26,183773.7,No,No,190.46,89496.0,48.7
2022-04-15,2022-06-02,CL028,Aperam,Tôlerie,209,266.01,55596.09,No,No,312.41,-9697.6,-17.44
2023-05-26,2023-06-20,CL008,Valeo,Emboutissage,4476,4.62,20679.12,Yes,Yes,3.2,6355.92,30.74
2023-01-20,2023-02-04,CL001,Renault,Tôlerie,1992,118.16,235374.72,Yes,No,119.64,-2948.16,-1.25
2023-02-09,2023-03-15,CL005,Thales,Chaudronnerie,1481,995.33,1474083.73,Yes,No,577.98,618095.35,41.93
2024-04-02,2024-04-28,CL022,Mecachrome,Emboutissage,4353,7.94,34562.82,Yes,No,5.19,11970.75,34.63
2023-06-02,2023-07-23,CL006,Schneider Electric,Tôlerie,4893,168.81,825987.33,Yes,No,209.83,-200710.86,-24.3
2023-04-21,2023-05-04,CL029,Timet,Emboutissage,2321,1.05,2437.05,Yes,No,6.4,-12417.35,-509.52
2023-12-10,2023-12-30,CL021,Lisi Group,Chaudronnerie,3383,1403.31,4747397.73,Yes,No,898.73,1706994.14,35.96
2024-02-10,2024-02-25,CL003,Airbus,Tôlerie,2088,487.68,1018275.84,Yes,No,190.3,620929.44,60.98
2024-11-12,2024-12-07,CL015,Forvia,Chaudronnerie,1531,1292.29,1978495.99,Yes,No,1130.05,248389.44,12.55
2024-09-23,2024-11-15,CL005,Thales,Chaudronnerie,614,415.86,255338.04,Yes,No,1333.89,-563670.42,-220.75
2023-11-08,2024-01-05,CL028,Aperam,Chaudronnerie,3858,777.32,2998900.56,Yes,No,588.37,728969.1,24.31
2023-12-15,2024-01-04,CL024,Aubert & Duval,Tôlerie,3352,440.44,1476354.88,Yes,No,113.71,1095198.96,74.18
2022-03-24,2022-05-07,CL014,Plastic Omnium,Découpage,1427,1.55,2211.85,No,No,2.27,-1027.44,-46.45
2023-04-02,2023-05-31,CL018,Naval Group,Tôlerie,4607,323.46,1490180.22,Yes,No,192.14,604991.24,40.6
2022-01-01,2022-02-12,CL016,Soitec,Chaudronnerie,3885,924.81,3592886.85,Yes,No,1386.37,-1793160.6,-49.91
2022-02-20,2022-04-07,CL006,Schneider Electric,Tôlerie,2943,143.53,422408.79,Yes,No,180.64,-109214.73,-25.86
2023-11-16,2023-12-09,CL025,Manoir Industries,Chaudronnerie,558,1664.13,928584.54,Yes,No,233.66,798202.26,85.96
2023-12-18,2024-01-23,CL024,Aubert & Duval,Découpage,848,3.84,3256.32,Yes,No,3.43,347.68,10.68
2023-03-25,2023-04-09,CL014,Plastic Omnium,Emboutissage,3825,6.95,26583.75,Yes,No,6.01,3595.5,13.53
2024-05-30,2024-07-08,CL027,Constellium,Découpage,857,1.56,1336.92,Yes,No,0.87,591.33,44.23
2023-05-03,2023-06-30,CL024,Aubert & Duval,Découpage,4719,0.94,4435.86,Yes,No,3.19,-10617.75,-239.36
2022-02-03,2022-03-06,CL008,Valeo,Emboutissage,4517,6.19,27960.23,Yes,No,2.85,15086.78,53.96
2022-04-05,2022-04-25,CL029,Timet,Tôlerie,4783,299.16,1430882.28,Yes,No,153.79,695304.71,48.59
2022-06-03,2022-06-20,CL007,Faurecia,Emboutissage,4264,2.7,11512.8,Yes,No,6.41,-15819.44,-137.41
2022-09-07,2022-11-05,CL008,Valeo,Tôlerie,4478,75.31,337238.18,No,Yes,201.99,-567273.04,-168.21
2023-11-05,2023-12-16,CL013,Michelin,Tôlerie,2282,86.32,196982.24,Yes,No,78.4,18073.44,9.18
2023-03-14,2023-04-30,CL006,Schneider Electric,Chaudronnerie,3330,1986.99,6616676.7,Yes,No,605.01,4601993.4,69.55
2022-04-28,2022-05-18,CL018,Naval Group,Chaudronnerie,2568,1610.45,4135635.6,Yes,No,1049.84,1439646.48,34.81
2024-02-10,2024-03-17,CL002,Stellantis,Emboutissage,4708,9.3,43784.4,Yes,No,1.8,35310.0,80.65
2022-09-25,2022-11-11,CL008,Valeo,Découpage,4321,1.38,5962.98,Yes,No,2.19,-3500.01,-58.7
2024-12-13,2024-12-23,CL011,Total Energies,Emboutissage,2006,9.65,19357.9,Yes,No,5.08,9167.42,47.36
2022-08-24,2022-09-03,CL001,Renault,Tôlerie,3683,114.19,420561.77,No,No,143.31,-107248.96,-25.5
2023-01-24,2023-02-27,CL022,Mecachrome,Chaudronnerie,1574,1116.35,1757134.9,No,No,1014.29,160642.44,9.14
2024-09-16,2024-09-30,CL029,Timet,Emboutissage,4028,8.47,34117.16,Yes,No,6.27,8861.6,25.97
2024-02-02,2024-02-10,CL006,Schneider Electric,Emboutissage,1850,4.15,7677.5,Yes,No,3.67,888.0,11.57
2023-02-05,2023-03-24,CL016,Soitec,Chaudronnerie,3301,964.69,3184441.69,Yes,No,622.47,1129668.22,35.47
2023-09-16,2023-11-07,CL027,Constellium,Chaudronnerie,2897,430.73,1247824.81,Yes,No,456.46,-74539.81,-5.97
2024-02-06,2024-03-05,CL020,Hutchinson,Chaudronnerie,736,421.26,310047.36,Yes,No,901.3,-353309.44,-113.95
2024-07-07,2024-08-23,CL012,Alstom,Tôlerie,1254,328.81,412327.74,Yes,No,312.15,20891.64,5.07
2024-05-02,2024-05-24,CL011,Total Energies,Chaudronnerie,3470,1415.96,4913381.2,Yes,No,549.07,3008108.3,61.22
2023-08-01,2023-09-05,CL029,Timet,Découpage,3728,4.0,14912.0,Yes,No,1.57,9059.04,60.75
2022-03-16,2022-05-10,CL027,Constellium,Emboutissage,1075,6.01,6460.75,Yes,No,3.26,2956.25,45.76
2023-03-11,2023-05-04,CL029,Timet,Chaudronnerie,4781,1362.37,6513490.97,Yes,No,846.62,2465800.75,37.86
2022-04-13,2022-05-19,CL010,Legrand,Chaudronnerie,292,224.33,65504.36,No,No,427.8,-59413.24,-90.7
2024-02-03,2024-02-21,CL003,Airbus,Tôlerie,1091,122.98,134171.18,Yes,No,294.0,-186582.82,-139.06
2024-01-08,2024-02-18,CL013,Michelin,Tôlerie,3895,493.21,1921052.95,Yes,No,128.11,1422064.5,74.03
2024-03-16,2024-04-02,CL027,Constellium,Emboutissage,2891,1.68,4856.88,Yes,No,5.14,-10002.86,-205.95
2022-04-08,2022-05-30,CL003,Airbus,Découpage,2594,3.55,9208.7,Yes,No,1.94,4176.34,45.35
2024-03-08,2024-05-03,CL015,Forvia,Emboutissage,2980,2.58,7688.4,Yes,No,4.39,-5393.8,-70.16
2024-05-08,2024-06-04,CL016,Soitec,Chaudronnerie,1162,1490.09,1731484.58,No,No,366.31,1305832.36,75.42
2023-03-11,2023-04-07,CL029,Timet,Découpage,3507,3.68,12905.76,Yes,No,2.65,3612.21,27.99
2023-03-23,2023-04-03,CL013,Michelin,Découpage,957,1.55,1483.35,Yes,No,0.9,622.05,41.94
2022-09-06,2022-10-30,CL017,Dassault Aviation,Découpage,4770,1.71,8156.7,Yes,No,0.66,5008.5,61.4
2022-06-15,2022-07-11,CL003,Airbus,Découpage,1727,3.45,5958.15,Yes,No,2.05,2417.8,40.58
2024-09-10,2024-10-23,CL020,Hutchinson,Emboutissage,76,4.51,342.76,Yes,No,5.17,-50.16,-14.63
2024-10-16,2024-10-25,CL011,Total Energies,Tôlerie,646,137.55,88857.3,Yes,Yes,50.76,56066.34,63.1
2023-06-26,2023-08-15,CL027,Constellium,Tôlerie,323,379.26,122500.98,No,No,56.86,104135.2,85.01
2024-01-29,2024-03-08,CL021,Lisi Group,Chaudronnerie,3407,477.47,1626740.29,Yes,No,1151.38,-2296011.37,-141.14
2022-03-22,2022-05-20,CL019,MBDA,Tôlerie,574,435.04,249712.96,Yes,No,289.85,83339.06,33.37
2022-05-13,2022-05-28,CL022,Mecachrome,Tôlerie,1611,281.6,453657.6,Yes,Yes,112.27,272790.63,60.13
2024-03-07,2024-03-22,CL011,Total Energies,Tôlerie,835,97.57,81470.95,Yes,No,228.8,-109577.05,-134.5
2024-06-18,2024-06-28,CL030,Ugitech,Tôlerie,3680,362.33,1333374.4,Yes,No,174.6,690846.4,51.81
2022-05-18,2022-06-28,CL028,Aperam,Chaudronnerie,1035,1134.49,1174197.15,Yes,No,937.2,204195.15,17.39
2022-07-03,2022-07-26,CL016,Soitec,Emboutissage,2261,3.68,8320.48,Yes,No,6.14,-5562.06,-66.85
2024-02-24,2024-04-04,CL021,Lisi Group,Découpage,4767,2.4,11440.8,Yes,No,0.56,8771.28,76.67
2024-09-10,2024-10-10,CL003,Airbus,Tôlerie,814,184.25,149979.5,Yes,No,280.07,-77997.48,-52.01
2022-03-10,2022-04-17,CL022,Mecachrome,Emboutissage,2461,3.37,8293.57,Yes,No,3.81,-1082.84,-13.06
2023-06-30,2023-07-07,CL006,Schneider Electric,Tôlerie,4641,123.62,573720.42,Yes,No,212.7,-413420.28,-72.06
2022-02-22,2022-03-08,CL014,Plastic Omnium,Tôlerie,1401,213.25,298763.25,No,No,240.99,-38863.74,-13.01
2022-07-24,2022-09-13,CL024,Aubert & Duval,Découpage,1245,1.63,2029.35,Yes,No,3.25,-2016.9,-99.39
2022-05-06,2022-06-04,CL018,Naval Group,Découpage,4042,3.58,14470.36,No,No,0.48,12530.2,86.59
2022-02-12,2022-04-06,CL017,Dassault Aviation,Découpage,3290,3.58,11778.2,Yes,No,0.39,10495.1,89.11
2022-04-21,2022-06-06,CL004,Safran,Tôlerie,4733,275.83,1305503.39,Yes,No,91.15,874090.44,66.95
2024-01-31,2024-02-18,CL023,Figeac Aero,Tôlerie,4854,400.08,1941988.32,Yes,No,345.73,263814.9,13.58
2024-04-27,2024-05-15,CL015,Forvia,Tôlerie,3559,428.6,1525387.4,Yes,No,260.25,599157.65,39.28
2022-04-05,2022-05-27,CL011,Total Energies,Découpage,4210,3.11,13093.1,Yes,No,2.27,3536.4,27.01
2024-06-18,2024-08-10,CL026,Hydro Extrusion,Chaudronnerie,4151,1314.08,5454746.08,Yes,No,199.27,4627576.31,84.84
2022-12-26,2023-01-16,CL003,Airbus,Emboutissage,1364,3.55,4842.2,Yes,No,6.24,-3669.16,-75.77
2024-06-18,2024-08-04,CL003,Airbus,Chaudronnerie,1846,1810.76,3342662.96,Yes,No,1164.07,1193789.74,35.71
2022-10-08,2022-11-02,CL016,Soitec,Tôlerie,2902,60.89,176702.78,Yes,No,244.41,-532575.04,-301.4
2023-10-29,2023-11-30,CL005,Thales,Tôlerie,2506,206.87,518416.22,No,No,141.83,162990.24,31.44
2022-04-03,2022-05-31,CL021,Lisi Group,Chaudronnerie,2593,1499.24,3887529.32,Yes,No,228.84,3294147.2,84.74
2023-11-03,2023-12-08,CL029,Timet,Tôlerie,2568,86.04,220950.72,Yes,No,217.71,-338128.56,-153.03
2022-03-02,2022-03-30,CL010,Legrand,Emboutissage,3628,2.65,9614.2,Yes,No,5.23,-9360.24,-97.36
2023-09-26,2023-11-11,CL019,MBDA,Tôlerie,1569,315.18,494517.42,No,No,64.69,393018.81,79.48
2024-12-10,2025-01-06,CL025,Manoir Industries,Emboutissage,1517,6.04,9162.68,Yes,No,4.69,2047.95,22.35
2024-10-25,2024-12-21,CL004,Safran,Chaudronnerie,4081,1530.07,6244215.67,Yes,No,500.82,4200369.25,67.27
2023-08-27,2023-10-10,CL029,Timet,Chaudronnerie,2073,1662.7,3446777.1,Yes,No,1102.95,1160361.75,33.67
2023-11-13,2023-12-09,CL029,Timet,Tôlerie,3652,107.86,393904.72,Yes,No,204.98,-354682.24,-90.04
2023-06-18,2023-07-23,CL019,MBDA,Emboutissage,2010,1.17,2351.7,Yes,No,1.51,-683.4,-29.06
2024-04-17,2024-06-13,CL011,Total Energies,Tôlerie,1304,360.34,469883.36,Yes,No,200.85,207974.96,44.26
2023-10-07,2023-10-17,CL002,Stellantis,Découpage,4075,1.86,7579.5,No,No,1.57,1181.75,15.59
2022-08-21,2022-09-03,CL010,Legrand,Découpage,2762,3.32,9169.84,No,No,0.88,6739.28,73.49
2023-06-08,2023-07-12,CL029,Timet,Découpage,1763,1.18,2080.34,Yes,No,2.99,-3191.03,-153.39
2022-12-12,2023-01-15,CL011,Total Energies,Découpage,4220,2.61,11014.2,Yes,No,0.34,9579.4,86.97
2024-12-05,2024-12-15,CL025,Manoir Industries,Tôlerie,1613,276.99,446784.87,Yes,No,133.32,231739.71,51.87
2023-06-30,2023-07-28,CL020,Hutchinson,Découpage,1332,3.13,4169.16,Yes,No,0.34,3716.28,89.14
2024-03-04,2024-03-22,CL016,Soitec,Emboutissage,2451,5.62,13774.62,Yes,No,1.3,10588.32,76.87
2022-09-06,2022-10-27,CL019,MBDA,Chaudronnerie,1108,1092.24,1210201.92,Yes,No,514.34,640313.2,52.91
2022-02-16,2022-02-25,CL023,Figeac Aero,Chaudronnerie,1515,798.92,1210363.8,No,No,208.38,894668.1,73.92
2022-08-02,2022-08-30,CL024,Aubert & Duval,Découpage,1136,0.82,931.52,Yes,No,2.21,-1579.04,-169.51
2022-08-27,2022-10-16,CL011,Total Energies,Découpage,306,0.9,275.4,Yes,No,0.58,97.92,35.56
2024-12-15,2024-12-23,CL014,Plastic Omnium,Découpage,3059,2.45,7494.55,Yes,No,2.55,-305.9,-4.08
2022-12-16,2023-01-15,CL002,Stellantis,Tôlerie,2235,210.11,469595.85,Yes,No,51.58,354314.55,75.45
2022-04-17,2022-05-27,CL023,Figeac Aero,Chaudronnerie,4364,1129.04,4927130.56,Yes,No,214.73,3990048.84,80.98
2024-04-10,2024-05-13,CL028,Aperam,Découpage,3797,1.87,7100.39,Yes,No,1.28,2240.23,31.55
2022-02-17,2022-04-05,CL005,Thales,Emboutissage,2106,7.19,15142.14,Yes,No,6.35,1769.04,11.68
2022-12-03,2022-12-10,CL027,Constellium,Découpage,3619,4.39,15887.41,Yes,No,2.35,7382.76,46.47
2024-11-15,2024-11-29,CL005,Thales,Chaudronnerie,2218,737.95,1636773.1,Yes,No,1110.37,-826027.56,-50.47
2024-03-14,2024-04-12,CL019,MBDA,Découpage,185,1.37,253.45,Yes,No,0.75,114.7,45.26
2022-01-08,2022-02-21,CL021,Lisi Group,Chaudronnerie,2512,409.13,1027734.56,Yes,No,1191.0,-1964057.44,-191.11
2023-09-17,2023-09-29,CL012,Alstom,Découpage,4009,3.27,13109.43,Yes,No,0.33,11786.46,89.91
2023-12-20,2024-01-17,CL018,Naval Group,Emboutissage,1677,4.99,8368.23,Yes,No,2.04,4947.15,59.12
2022-10-30,2022-11-30,CL004,Safran,Découpage,4381,1.35,5914.35,Yes,No,2.27,-4030.52,-68.15
2023-10-01,2023-10-25,CL022,Mecachrome,Emboutissage,2555,6.88,17578.4,Yes,No,3.06,9760.1,55.52
2022-02-25,2022-03-20,CL017,Dassault Aviation,Emboutissage,685,2.34,1602.9,Yes,No,6.9,-3123.6,-194.87
2023-12-27,2024-01-14,CL010,Legrand,Découpage,1833,2.99,5480.67,Yes,No,0.4,4747.47,86.62
2023-06-10,2023-06-22,CL020,Hutchinson,Emboutissage,1366,5.74,7840.84,Yes,No,6.99,-1707.5,-21.78
2023-04-19,2023-05-21,CL006,Schneider Electric,Tôlerie,3082,380.4,1172392.8,Yes,No,231.44,459094.72,39.16
2022-01-28,2022-03-02,CL025,Manoir Industries,Découpage,3269,0.75,2451.75,Yes,No,2.09,-4380.46,-178.67
2022-03-19,2022-04-02,CL014,Plastic Omnium,Découpage,556,4.5,2502.0,Yes,No,0.49,2229.56,89.11
2022-12-31,2023-01-25,CL011,Total Energies,Emboutissage,2093,7.33,15341.69,Yes,No,2.42,10276.63,66.98
2023-10-28,2023-12-15,CL011,Total Energies,Emboutissage,2050,2.95,6047.5,Yes,No,6.53,-7339.0,-121.36
2023-06-10,2023-06-17,CL029,Timet,Découpage,4544,1.33,6043.52,Yes,No,1.43,-454.4,-7.52
2023-11-30,2024-01-04,CL018,Naval Group,Tôlerie,1762,244.25,430368.5,Yes,No,243.42,1462.46,0.34
2024-06-01,2024-07-22,CL027,Constellium,Emboutissage,1625,8.36,13585.0,No,No,7.0,2210.0,16.27
2024-10-27,2024-12-21,CL023,Figeac Aero,Emboutissage,1859,8.59,15968.81,Yes,No,2.36,11581.57,72.53
2024-10-23,2024-12-03,CL022,Mecachrome,Chaudronnerie,2652,1136.82,3014846.64,No,No,865.86,718585.92,23.83
2024-07-07,2024-08-22,CL018,Naval Group,Tôlerie,1610,437.36,704149.6,Yes,No,254.38,294597.8,41.84
2024-01-20,2024-02-09,CL024,Aubert & Duval,Tôlerie,3406,52.45,178644.7,Yes,No,86.86,-117200.46,-65.61
2022-12-29,2023-02-08,CL023,Figeac Aero,Découpage,4412,0.66,2911.92,No,No,0.78,-529.44,-18.18
2024-03-16,2024-05-09,CL011,Total Energies,Tôlerie,3615,460.32,1664056.8,Yes,No,178.74,1017911.7,61.17
2024-01-09,2024-02-29,CL021,Lisi Group,Découpage,3809,3.99,15197.91,Yes,No,1.53,9370.14,61.65
2024-11-04,2024-11-30,CL012,Alstom,Chaudronnerie,628,1011.27,635077.56,Yes,No,1039.91,-17985.92,-2.83
2023-04-30,2023-06-24,CL005,Thales,Tôlerie,1142,389.12,444375.04,No,No,56.9,379395.24,85.38
2022-01-28,2022-02-16,CL023,Figeac Aero,Emboutissage,2125,9.6,20400.0,Yes,Yes,6.82,5907.5,28.96
2023-12-15,2024-01-28,CL009,Saint-Gobain,Chaudronnerie,2349,1589.76,3734346.24,Yes,No,157.99,3363227.73,90.06
2024-11-28,2025-01-22,CL027,Constellium,Découpage,2749,4.29,11793.21,Yes,No,2.22,5690.43,48.25
2022-03-27,2022-05-18,CL025,Manoir Industries,Chaudronnerie,4286,1569.09,6725119.74,Yes,No,848.92,3086648.62,45.9
2022-05-06,2022-06-30,CL009,Saint-Gobain,Découpage,1497,1.26,1886.22,Yes,No,0.73,793.41,42.06
2024-03-22,2024-04-05,CL022,Mecachrome,Chaudronnerie,1567,1700.43,2664573.81,Yes,No,330.15,2147228.76,80.58
2023-06-21,2023-08-09,CL010,Legrand,Découpage,2123,1.38,2929.74,Yes,No,2.84,-3099.58,-105.8
2022-05-25,2022-06-20,CL022,Mecachrome,Tôlerie,1054,451.68,476070.72,Yes,Yes,314.58,144503.4,30.35
2022-01-25,2022-03-05,CL019,MBDA,Emboutissage,2441,5.13,12522.33,Yes,No,2.48,6468.65,51.66
2022-03-08,2022-04-09,CL001,Renault,Découpage,1592,3.55,5651.6,Yes,No,1.7,2945.2,52.11
2022-08-21,2022-10-05,CL007,Faurecia,Chaudronnerie,1318,1095.03,1443249.54,Yes,No,587.29,669201.32,46.37
2022-04-19,2022-05-16,CL004,Safran,Découpage,4927,0.92,4532.84,Yes,No,0.53,1921.53,42.39
2022-04-21,2022-06-19,CL001,Renault,Découpage,611,1.81,1105.91,Yes,No,2.45,-391.04,-35.36
2022-08-16,2022-10-10,CL015,Forvia,Découpage,1630,4.93,8035.9,Yes,No,2.94,3243.7,40.37
2022-04-21,2022-06-08,CL008,Valeo,Chaudronnerie,4890,1929.29,9434228.1,Yes,No,524.15,6871134.6,72.83
2022-02-03,2022-03-24,CL012,Alstom,Emboutissage,4776,3.88,18530.88,Yes,No,6.94,-14614.56,-78.87
2023-09-15,2023-11-01,CL022,Mecachrome,Tôlerie,110,498.33,54816.3,Yes,No,58.89,48338.4,88.18
2024-01-18,2024-02-02,CL022,Mecachrome,Emboutissage,4281,8.61,36859.41,Yes,Yes,4.87,16010.94,43.44
2023-08-18,2023-09-17,CL018,Naval Group,Découpage,247,3.25,802.75,Yes,No,1.73,375.44,46.77
2023-03-01,2023-04-13,CL015,Forvia,Chaudronnerie,4035,272.22,1098407.7,Yes,No,702.72,-1737067.5,-158.14
2023-09-05,2023-10-30,CL017,Dassault Aviation,Emboutissage,2928,9.11,26674.08,Yes,No,3.58,16191.84,60.7
2023-11-23,2024-01-09,CL029,Timet,Découpage,2552,3.01,7681.52,No,No,1.13,4797.76,62.46
2022-11-11,2022-12-04,CL014,Plastic Omnium,Tôlerie,2013,440.81,887350.53,Yes,No,260.4,363165.33,40.93
2024-05-26,2024-06-25,CL014,Plastic Omnium,Tôlerie,1547,425.49,658233.03,Yes,No,262.3,252454.93,38.35
2023-10-24,2023-11-20,CL018,Naval Group,Tôlerie,764,424.85,324585.4,Yes,No,123.96,229879.96,70.82
2022-10-04,2022-11-30,CL020,Hutchinson,Découpage,3378,3.64,12295.92,Yes,No,2.97,2263.26,18.41
2023-09-16,2023-10-31,CL018,Naval Group,Chaudronnerie,2268,724.55,1643279.4,Yes,No,539.22,420328.44,25.58
2023-05-31,2023-07-17,CL016,Soitec,Emboutissage,3675,4.03,14810.25,Yes,No,5.27,-4557.0,-30.77
2024-04-22,2024-06-06,CL001,Renault,Tôlerie,4245,188.81,801498.45,Yes,No,73.11,491146.5,61.28
2022-12-16,2023-01-04,CL023,Figeac Aero,Découpage,550,0.59,324.5,Yes,No,0.84,-137.5,-42.37
2024-04-02,2024-04-19,CL027,Constellium,Découpage,279,3.12,870.48,Yes,No,1.31,504.99,58.01
2024-01-29,2024-03-21,CL011,Total Energies,Emboutissage,3470,7.29,25296.3,Yes,No,4.44,9889.5,39.09
2024-06-17,2024-07-12,CL015,Forvia,Tôlerie,3418,434.24,1484232.32,Yes,No,238.34,669586.2,45.11
2022-08-31,2022-09-17,CL012,Alstom,Découpage,515,1.13,581.95,No,No,1.57,-226.6,-38.94
2023-06-27,2023-07-16,CL008,Valeo,Emboutissage,1139,5.9,6720.1,Yes,No,1.19,5364.69,79.83
2024-11-29,2025-01-20,CL022,Mecachrome,Chaudronnerie,2089,214.41,447902.49,Yes,No,610.78,-828016.93,-184.87
2022-08-17,2022-10-07,CL020,Hutchinson,Chaudronnerie,3155,371.17,1171041.35,Yes,No,1007.85,-2008725.4,-171.53
2023-07-02,2023-07-09,CL030,Ugitech,Chaudronnerie,3252,297.58,967730.16,Yes,Yes,985.45,-2236953.24,-231.15
2024-07-08,2024-08-23,CL006,Schneider Electric,Tôlerie,4918,376.47,1851479.46,Yes,No,85.46,1431187.18,77.3
2022-01-06,2022-02-25,CL003,Airbus,Emboutissage,371,1.73,641.83,Yes,No,0.75,363.58,56.65
2023-04-13,2023-05-08,CL028,Aperam,Emboutissage,3730,7.45,27788.5,Yes,No,5.44,7497.3,26.98
2022-03-16,2022-04-03,CL024,Aubert & Duval,Découpage,1466,1.62,2374.92,No,No,0.64,1436.68,60.49
2022-01-04,2022-01-18,CL026,Hydro Extrusion,Découpage,4077,4.45,18142.65,Yes,No,0.56,15859.53,87.42
2023-10-08,2023-10-22,CL030,Ugitech,Découpage,4205,4.16,17492.8,Yes,No,0.31,16189.25,92.55
2022-04-28,2022-06-26,CL013,Michelin,Emboutissage,1691,9.62,16267.42,Yes,No,3.43,10467.29,64.35
2024-05-30,2024-07-20,CL013,Michelin,Découpage,1062,4.48,4757.76,No,No,1.91,2729.34,57.37
